Company(Maker-if known), Specific Bean Origin or Bar Name,REF,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin
Rozsavolgyi,Sur del Lago,809.0,2012.0,84%,Hungary,2.5,,Venezuela
Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",871.0,2012.0,76%,Hungary,2.25,Trinitario,Venezuela
Rozsavolgyi,"Sambirano, Akesson Estate",871.0,2012.0,72%,Hungary,2.5,Trinitario,Madagascar
Rozsavolgyi,Carenero Superior,713.0,2011.0,73%,Hungary,3.5,Criollo,Venezuela
Rozsavolgyi,Porcelana,717.0,2011.0,71%,Hungary,2.5,,Venezuela
Rozsavolgyi,"Aragua, Trincheras",717.0,2011.0,70%,Hungary,3.5,,Venezuela
Rozsavolgyi,Principe,765.0,2011.0,77%,Hungary,2.75,Forastero,Principe
S.A.I.D.,Malgascio,607.0,2010.0,64%,Italy,3.5,Trinitario,Madagascar
S.A.I.D.,100 percent,615.0,2010.0,100%,Italy,1.5,,
S.A.I.D.,Samana,615.0,2010.0,70%,Italy,3.0,,Dominican Republic
S.A.I.D.,Arawak,615.0,2010.0,72%,Italy,3.5,,Carribean
S.A.I.D.,Latino,615.0,2010.0,72%,Italy,3.5,,
Sacred,Midnight,813.0,2012.0,83%,U.S.A.,2.75,,Central and S. America
Sacred,Twilight,813.0,2012.0,69%,U.S.A.,3.25,,Central and S. America
Salgado,Bahia Superior,288.0,2008.0,70%,Argentina,3.5,Forastero,Brazil
Salgado,Esmeraldas,288.0,2008.0,70%,Argentina,3.5,Forastero (Nacional),Ecuador
Salgado,Carenero Superior,288.0,2008.0,70%,Argentina,3.5,Trinitario,Venezuela
Salgado,Rio Arriba,292.0,2008.0,70%,Argentina,3.5,Forastero (Arriba) ASSS,Ecuador
Santander (Compania Nacional),Colombian 2008,404.0,2009.0,75%,Colombia,2.75,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian w/ nibs,414.0,2009.0,70%,Colombia,3.0,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian Semi Dark,32.0,2006.0,53%,Colombia,2.0,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian,32.0,2006.0,65%,Colombia,3.0,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian Dark,32.0,2006.0,70%,Colombia,4.0,Forastero (Nacional),Colombia
Santome,Sao Tome,761.0,2011.0,70%,France,2.75,Forastero,Sao Tome
Scharffen Berger,San Juan de Cheni,959.0,2012.0,78%,U.S.A.,4.0,,Peru
Scharffen Berger,Markham Valley,781.0,2011.0,68%,U.S.A.,3.75,,Papua New Guinea
Scharffen Berger,Camahogne,464.0,2010.0,68%,U.S.A.,3.5,Trinitario,Grenada
Scharffen Berger,Amina,464.0,2010.0,65%,U.S.A.,3.75,"Trinitario, Criollo",Madagascar
Scharffen Berger,Tome Acu,336.0,2009.0,68%,U.S.A.,3.75,,Brazil
Scharffen Berger,Asante,336.0,2009.0,65%,U.S.A.,4.0,Forastero,Ghana
Scharffen Berger,Ben Tre,445.0,2009.0,72%,U.S.A.,3.75,Trinitario,Vietnam
Scharffen Berger,Finisterra,227.0,2008.0,72%,U.S.A.,3.0,Blend,"Ven., Trinidad, Mad."
Scharffen Berger,Las Islas,117.0,2007.0,72%,U.S.A.,3.0,Blend,Carribean(DR/Jam/Tri)
Scharffen Berger,Nibby,135.0,2007.0,62%,U.S.A.,3.0,,
Scharffen Berger,Cuyagua,135.0,2007.0,75%,U.S.A.,3.75,,Venezuela
Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188.0,2007.0,75%,U.S.A.,3.0,Blend,Carribean
Scharffen Berger,Extra Dark,15.0,2006.0,82%,U.S.A.,2.0,,
Scharffen Berger,Bittersweet,15.0,2006.0,70%,U.S.A.,3.5,Blend,
Scharffen Berger,Kumasi Sambirano,40.0,2006.0,68%,U.S.A.,2.0,Blend,Ghana & Madagascar
Scharffen Berger,Jamaica a l'ancienne,56.0,2006.0,70%,U.S.A.,2.0,Trinitario,Jamaica
Scharffen Berger,Semisweet,56.0,2006.0,62%,U.S.A.,3.0,Blend,
Seaforth,Dominican Republic,1658.0,2015.0,70%,U.K.,2.75,,Domincan Republic
Seaforth,Grenada,1658.0,2015.0,70%,U.K.,2.75,,Grenada
Shark Mountain,Jamaica,1450.0,2015.0,72%,U.S.A.,3.25,Trinitario,Jamaica
Shark Mountain,Papua New Guinea,1450.0,2015.0,73%,U.S.A.,3.5,Forastero,Papua New Guinea
Shark Mountain,Cuyagua,1466.0,2015.0,77%,U.S.A.,2.75,Criollo,Venezuela
Shark Mountain,ROIG,1466.0,2015.0,74%,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
Shark Mountain,Ecuador,1335.0,2014.0,75%,U.S.A.,3.0,Trinitario,Ecuador
Shark Mountain,"Belize, 2013",1335.0,2014.0,72%,U.S.A.,3.25,"Criollo, Trinitario",Belize
Shark's,Hilo,713.0,2011.0,73%,U.S.A.,2.0,,Hawaii
Shark's,"Hilo, w/ added cocoa butter",721.0,2011.0,73%,U.S.A.,2.5,,Hawaii
Shattel,Tingo Maria,1884.0,2016.0,70%,Peru,3.25,,Peru
Shattell,Porcelana,757.0,2011.0,75%,Peru,3.5,Criollo,Peru
Sibu,Oro,1586.0,2015.0,82%,Costa Rica,3.25,,Costa Rica
Sibu,Oscuro,1586.0,2015.0,70%,Costa Rica,3.5,,Costa Rica
Sibu Sura,Peru,911.0,2012.0,70%,U.S.A.,2.5,,Peru
Silvio Bessone,Maya Belize,717.0,2011.0,67%,Italy,3.0,Criollo,Belize
Silvio Bessone,"Trintade, Sao Tome",725.0,2011.0,65%,Italy,3.25,Forastero,Sao Tome
Silvio Bessone,"Bahia, Scavina",729.0,2011.0,60%,Italy,3.25,Trinitario,Brazil
Silvio Bessone,"Porcelana, Colombia, Amazonas",741.0,2011.0,68%,Italy,3.0,"Criollo, Trinitario",Colombia
Sirene,Wild Bolivia,1788.0,2016.0,73%,Canada,3.5,,Bolivia
Sirene,Kokoa Kamili Coop,1856.0,2016.0,73%,Canada,3.5,,Tanzania
Sirene,"Esmeraldas, Salazar Farm",1860.0,2016.0,73%,Canada,3.75,,Ecuador
Sirene,"Somia Plantation, 2012",1502.0,2015.0,100%,Canada,3.0,Trinitario,Madagascar
Sirene,"Camino Verde P., Balao, Guayas, 2012",1506.0,2015.0,100%,Canada,3.0,,Ecuador
Sirene,Lachua w/ cane sugar,1614.0,2015.0,73%,Canada,3.0,,Guatemala
Sirene,"Lachua w/ maple sugar, batch 5",1614.0,2015.0,73%,Canada,3.25,,Guatemala
Sirene,Pisa,1650.0,2015.0,73%,Canada,3.25,,Haiti
Sirene,"Somia Plantation, 2012",1339.0,2014.0,67%,Canada,3.75,Trinitario,Madagascar
Sirene,"Somia Plantation, 2012",1339.0,2014.0,73%,Canada,3.75,Trinitario,Madagascar
Sirene,"Camino Verde P., Balao, Guayas",1343.0,2014.0,73%,Canada,3.75,,Ecuador
Sjolinds,Ghana,1454.0,2015.0,70%,U.S.A.,2.75,Forastero,Ghana
Sjolinds,Nicaragua,1462.0,2015.0,72%,U.S.A.,3.0,,Nicaragua
"Smooth Chocolator, The","Oko Caribe, DOR005",1940.0,2017.0,70%,Australia,3.5,,Dominican Republic
"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740.0,2016.0,70%,Australia,3.75,Criollo,Venezuela
"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740.0,2016.0,70%,Australia,4.0,Criollo,Ecuador
"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756.0,2016.0,70%,Australia,3.75,,Belize
"Smooth Chocolator, The",Tien Giang,1864.0,2016.0,70%,Australia,3.0,Trinitario,Vietnam
"Smooth Chocolator, The",Australia,1864.0,2016.0,67%,Australia,3.75,,Australia
"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908.0,2016.0,70%,Australia,3.25,,Guatemala
"Smooth Chocolator, The",Akesson's Estate,1618.0,2015.0,65%,Australia,3.25,Trinitario,Madagascar
"Smooth Chocolator, The",Akesson's Estate,1622.0,2015.0,70%,Australia,3.5,Trinitario,Madagascar
"Smooth Chocolator, The",Kokoa Kamili,1622.0,2015.0,67%,Australia,3.75,,Tanzania
"Smooth Chocolator, The",San Juan Estate,1622.0,2015.0,70%,Australia,3.75,Trinitario,Trinidad
"Smooth Chocolator, The",Camino Verde,1622.0,2015.0,72%,Australia,4.0,,Ecuador
"Smooth Chocolator, The",Bolivia,1626.0,2015.0,72%,Australia,2.75,,Bolivia
"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662.0,2015.0,65%,Australia,3.5,,Papua New Guinea
"Smooth Chocolator, The","Maranon, batch 2",1666.0,2015.0,67%,Australia,3.0,Forastero (Nacional),Peru
"Smooth Chocolator, The","Chuao, batch 3",1666.0,2015.0,70%,Australia,3.75,Trinitario,Venezuela
Snake & Butterfly,Ghana,693.0,2011.0,67%,U.S.A.,1.5,Forastero,Ghana
Snake & Butterfly,Madagascar,502.0,2010.0,68%,U.S.A.,3.0,Trinitario,Madagascar
Snake & Butterfly,Ecuador,502.0,2010.0,68%,U.S.A.,3.25,,Ecuador
Sol Cacao,"Ecuador, Batch 1",1812.0,2016.0,70%,U.S.A.,3.5,,Ecuador
Sol Cacao,Madagascar,1518.0,2015.0,72%,U.S.A.,3.0,Trinitario,Madagascar
Solkiki,"Maranon, Fortunato No. 4",1840.0,2016.0,68%,U.K.,2.75,Forastero (Nacional),Peru
Solkiki,"Castillo, Hispaniola, unroasted",1840.0,2016.0,85%,U.K.,2.75,,Domincan Republic
Solomons Gold,Solomon Island,1792.0,2016.0,70%,New Zealand,3.25,,Solomon Islands
Solomons Gold,Solomon Island w/ nibs,1796.0,2016.0,75%,New Zealand,3.25,,Solomon Islands
Solstice,Bundibugyo,1335.0,2014.0,70%,U.S.A.,3.0,"Forastero, Trinitario",Uganda
Solstice,Sambirano,1157.0,2013.0,70%,U.S.A.,3.0,Trinitario,Madagascar
Solstice,Amazonas,1157.0,2013.0,70%,U.S.A.,3.0,,Venezuela
Solstice,Bolivia,1161.0,2013.0,70%,U.S.A.,3.25,,Bolivia
Solstice,San Martin,1161.0,2013.0,70%,U.S.A.,3.25,,Peru
Solstice,Wasatch,1161.0,2013.0,70%,U.S.A.,3.5,Blend,
Soma,"Oko Caribe, Duarte P., Collab w Chocosol",1820.0,2016.0,62%,Canada,3.5,,Domincan Republic
Soma,"Sambirano Valley, Black Science, B-60307.0",1820.0,2016.0,70%,Canada,3.5,Trinitario,Madagascar
Soma,"Bahia Black, batch bra50722.1",1828.0,2016.0,70%,Canada,3.5,Forastero (Parazinho),Brazil
Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828.0,2016.0,75%,Canada,3.75,,"Ven.,Ecu.,Peru,Nic."
Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828.0,2016.0,70%,Canada,3.75,Trinitario,Nicaragua
Soma,"Tien Giang, Black S., batch VIT60420.0",1828.0,2016.0,70%,Canada,4.0,Trinitario,Vietnam
Soma,"Camino Verde, Black S., batch cvu6030.0",1832.0,2016.0,70%,Canada,3.25,,Ecuador
Soma,CSB Chama,1594.0,2015.0,70%,Canada,3.5,Criollo,Venezuela
Soma,Porcelana,1594.0,2015.0,75%,Canada,4.0,,Venezuela
Soma,"La Tronca, Matagalpa",1227.0,2014.0,70%,Canada,3.5,,Nicaragua
Soma,Maranon Canyon,1259.0,2014.0,70%,Canada,3.75,Forastero (Nacional),Peru
Soma,La Dalia,1307.0,2014.0,70%,Canada,3.25,Trinitario,Nicaragua
Soma,"Camino Verde P., Balao, Guayas",1307.0,2014.0,80%,Canada,3.5,Forastero (Nacional),Ecuador
Soma,"Espiritu Santo, 'Smoke Monster'",1307.0,2014.0,70%,Canada,3.75,Forastero (Amelonado),Vanuatu
Soma,Little Big Man,1339.0,2014.0,70%,Canada,3.25,Blend,Madagascar & Ecuador
Soma,"Rizek Cacao, Domin. Rep.",1019.0,2013.0,77%,Canada,3.75,Trinitario,Dominican Republic
Soma,Java,1030.0,2013.0,70%,Canada,3.25,Criollo,Indonesia
Soma,"Apurimac, El Quinacho Co-op",1073.0,2013.0,70%,Canada,2.75,Criollo,Peru
Soma,"Sangre Grande P., Trinidad",1073.0,2013.0,70%,Canada,3.75,Trinitario,Trinidad
Soma,Chef's Blend,1077.0,2013.0,70%,Canada,3.25,,
Soma,Patanemo,1077.0,2013.0,70%,Canada,3.75,Criollo,Venezuela
Soma,Crazy 88,1077.0,2013.0,88%,Canada,4.0,,"Guat., D.R., Peru, Mad., PNG"
Soma,"Maracaibo, El Vigia",1077.0,2013.0,70%,Canada,4.0,Criollo,Venezuela
Soma,Equator,1081.0,2013.0,67%,Canada,4.0,,"Peru, Dom. Rep"
Soma,Orinoco,1173.0,2013.0,70%,Canada,3.25,Forastero,Venezuela
Soma,"Bachelor's Hall E., St. Thomas Parish",1177.0,2013.0,70%,Canada,4.0,Trinitario,Jamaica
Soma,Noula Coop,817.0,2012.0,70%,Canada,3.25,,Haiti
Soma,O'ahu,833.0,2012.0,70%,Canada,3.75,,Hawaii
Soma,"Dual Origins, Sambirano, Elvesia",867.0,2012.0,70%,Canada,4.0,Blend,"Dom. Rep., Madagascar"
Soma,"Dancing in Your Head, 5 bean blend",867.0,2012.0,70%,Canada,4.0,Blend,"Gre., PNG, Haw., Haiti, Mad"
Soma,Cahabon Region,951.0,2012.0,70%,Canada,3.5,Trinitario,Guatemala
Soma,Carenero Superior,951.0,2012.0,70%,Canada,3.75,Trinitario,Venezuela
Soma,Eastern Promises,967.0,2012.0,70%,Canada,3.5,Blend,"Mad., Java, PNG"
Soma,Papua New Guinea,983.0,2012.0,85%,Canada,3.5,Trinitario,Papua New Guinea
Soma,"Grenada, Black Science",676.0,2011.0,70%,Canada,2.75,Trinitario,Grenada
Soma,"Alto Beni, Wild Bolivian",676.0,2011.0,70%,Canada,3.5,Nacional,Bolivia
Soma,Peruvian,676.0,2011.0,64%,Canada,4.0,,Peru
Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",676.0,2011.0,70%,Canada,4.0,,"Ven, Bolivia, D.R."
Soma,"Elvesia P., Black Science",682.0,2011.0,70%,Canada,3.75,Forastero,Dominican Republic
Soma,Chuao,688.0,2011.0,70%,Canada,3.5,Criollo,Venezuela
Soma,Black Science Blend 1,607.0,2010.0,70%,Canada,3.75,"Trinitario, Nacional","DR, Ecuador, Peru"
Soma,Hispaniola,377.0,2009.0,70%,Canada,3.0,Forastero,Dominican Republic
Soma,Africa,377.0,2009.0,70%,Canada,3.5,Forastero,Ghana
Soma,Conacado,387.0,2009.0,70%,Canada,3.0,Trinitario,Dominican Republic
Soma,Papua New Guinea,387.0,2009.0,70%,Canada,3.5,Trinitario,Papua New Guinea
Soma,Madagascar,387.0,2009.0,70%,Canada,3.75,Criollo,Madagascar
Soma,Ocumare,387.0,2009.0,70%,Canada,3.75,Criollo,Venezuela
Somerville,Nicaragua,1367.0,2014.0,70%,U.S.A.,3.25,,Nicaragua
Somerville,"Hawaiian, Big Island",1395.0,2014.0,70%,U.S.A.,3.5,,Hawaii
Soul,Dominican Republic,1932.0,2017.0,70%,Canada,3.25,,Dominican Republic
Soul,Madagascar,1936.0,2017.0,70%,Canada,3.5,,Madagascar
Soul,Venezuela,1936.0,2017.0,75%,Canada,3.5,,Venezuela
Soul,Ecuador,1936.0,2017.0,75%,Canada,3.25,,Ecuador
Soul,Papua New Guinea,1936.0,2017.0,77%,Canada,3.25,,Papua New Guinea
Soul,Tanzania,1940.0,2017.0,80%,Canada,3.5,,Tanzania
Spagnvola,AgroCriso Plantation,793.0,2012.0,70%,U.S.A.,3.0,,Dominican Republic
Spagnvola,AgroCriso Plantation,793.0,2012.0,80%,U.S.A.,3.0,,Dominican Republic
Spagnvola,AgroCriso Plantation,793.0,2012.0,75%,U.S.A.,3.25,,Dominican Republic
Spencer,Dominican Republic,1932.0,2017.0,70%,U.S.A.,3.75,,Dominican Republic
Spencer,Ecuador,1932.0,2017.0,70%,U.S.A.,3.5,,Ecuador
Spencer,Peru,1932.0,2017.0,70%,U.S.A.,2.75,,Peru
Spencer,"Dominican Republic, lot D82R",1792.0,2016.0,70%,Australia,3.5,,Domincan Republic
Spencer,"Ecuador, lot E432314L",1792.0,2016.0,70%,Australia,3.75,,Ecuador
Spencer,"Madagascar, lot M0403R",1792.0,2016.0,70%,Australia,3.75,,Madagascar
Spencer,Malekula Island,1434.0,2014.0,72%,Australia,2.75,Trinitario,Vanuatu
Sprungli (Felchlin),Alto Beni,1057.0,2013.0,70%,Switzerland,3.0,Criollo,Bolivia
SRSLY,Dominican Republic,1113.0,2013.0,70%,U.S.A.,3.0,,Dominican Republic
SRSLY,Dominican Republic,1121.0,2013.0,84%,U.S.A.,2.25,,Dominican Republic
Starchild,"Bolivar, Arriba",1634.0,2015.0,70%,U.S.A.,3.0,Forastero (Nacional),Ecuador
Starchild,Hispaniola,1692.0,2015.0,70%,U.S.A.,3.0,,Domincan Republic
Starchild,Cacao Verapaz,1692.0,2015.0,70%,U.S.A.,3.0,,Guatemala
Starchild,Rio Tuma,1692.0,2015.0,70%,U.S.A.,3.0,Trinitario (Amelonado),Nicaragua
Starchild,Sambirano Valley,1696.0,2015.0,70%,U.S.A.,3.0,Trinitario,Madagascar
Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",859.0,2012.0,68%,Switzerland,2.75,Trinitario,Brazil
Stella (aka Bernrain),India,729.0,2011.0,72%,Switzerland,3.25,,India
Stone Grindz,"Ecuador, Midnight Dark",1291.0,2014.0,84%,U.S.A.,3.5,,Ecuador
Stone Grindz,"Ecuador, Twilght Dark",1291.0,2014.0,70%,U.S.A.,3.5,,Ecuador
StRita Supreme,"Samar, East Visayas region",939.0,2012.0,65%,U.S.A.,2.5,,Philippines
StRita Supreme,"Samar, East Visayas region",943.0,2012.0,70%,U.S.A.,2.5,,Philippines
StRita Supreme,"Samar, East Visayas region",943.0,2012.0,75%,U.S.A.,2.75,,Philippines
Sublime Origins,Sambirano,1157.0,2013.0,67%,U.S.A.,2.75,Trinitario,Madagascar
Sublime Origins,Moho Valley,1157.0,2013.0,78%,U.S.A.,3.25,Trinitario,Belize
Summerbird,Peru,1800.0,2016.0,61%,Denmark,2.5,"Criollo, Trinitario",Peru
Summerbird,Peru,1800.0,2016.0,71%,Denmark,3.0,"Criollo, Trinitario",Peru
Suruca Chocolate,Venezuela,1796.0,2016.0,70%,Venezuela,2.75,,Venezuela
Suruca Chocolate,Venezuela,1796.0,2016.0,60%,Venezuela,3.0,,Venezuela
Svenska Kakaobolaget,Sri Lanka,1618.0,2015.0,70%,Sweden,2.75,"Criollo, Trinitario",Sri Lanka
Szanto Tibor,Nacional,1668.0,2015.0,70%,Hungary,3.25,,Ecuador
Szanto Tibor,Baracoa,1704.0,2015.0,88%,Hungary,3.25,Trinitario,Cuba
Szanto Tibor,Ambolikapiky,1704.0,2015.0,70%,Hungary,3.25,Trinitario,Madagascar
Szanto Tibor,"Winak, Sumaco",1704.0,2015.0,70%,Hungary,3.75,Forastero (Nacional),Ecuador
Szanto Tibor,"Ben Tre, Mekong Delta",1708.0,2015.0,70%,Hungary,3.25,Trinitario,Vietnam
Szanto Tibor,"Fazenda Sempre Firme, Bahia",1708.0,2015.0,70%,Hungary,3.5,Forastero (Parazinho),Brazil
Szanto Tibor,Porcelana,1263.0,2014.0,70%,Hungary,3.5,Criollo,Venezuela
Szanto Tibor,Baracoa,1263.0,2014.0,70%,Hungary,3.75,Trinitario,Cuba
Szanto Tibor,"Autumn, Primary Harvest, 2012",1185.0,2013.0,70%,Hungary,3.5,Criollo,Madagascar
Szanto Tibor,"Spring, Secondary Harvest, 2012",1185.0,2013.0,70%,Hungary,3.5,Criollo,Madagascar
Szanto Tibor,Cacao Blanco,1193.0,2013.0,70%,Hungary,3.25,,Nicaragua
Szanto Tibor,Santo Domingo,939.0,2012.0,70%,Hungary,3.25,,Dominican Republic
Szanto Tibor,Millot Plantation,939.0,2012.0,70%,Hungary,3.25,,Madagascar
Szanto Tibor,"Ayacucho, ""El Guinacho""",939.0,2012.0,70%,Hungary,3.75,,Peru
Szanto Tibor,Crudo,761.0,2011.0,70%,Hungary,3.0,,Venezuela
Tabal,Costa Rica,1101.0,2013.0,70%,U.S.A.,2.75,,Costa Rica
Tabal,Dominican Republic,1101.0,2013.0,70%,U.S.A.,2.75,,Dominican Republic
Tabal,"Chiapas, Lacandon Jungle",1105.0,2013.0,70%,U.S.A.,2.5,,Mexico
Tabal,Peru,1105.0,2013.0,70%,U.S.A.,3.0,,Peru
Tablette (aka Vanillabeans),Colombia,1450.0,2015.0,70%,Japan,3.0,,Colombia
Tablette (aka Vanillabeans),Papua,1450.0,2015.0,62%,Japan,3.25,,Papua New Guinea
Tablette (aka Vanillabeans),Vietnam,1450.0,2015.0,60%,Japan,3.25,Trinitario,Vietnam
Tablette (aka Vanillabeans),Trinidad,1680.0,2015.0,77%,Japan,2.75,Trinitario,Trinidad
Tan Ban Skrati,"Paramaribo, batch 20160043-01",1868.0,2016.0,70%,Suriname,3.25,Trinitario,Suriname
Taza,Belize,1271.0,2014.0,68%,U.S.A.,3.0,Trinitario,Belize
Taza,Alto Beni,785.0,2011.0,87%,U.S.A.,3.25,,Bolivia
Taza,Chiapan,451.0,2009.0,75%,U.S.A.,2.75,,Mexico
Taza,"Dark, Stone Ground",180.0,2007.0,70%,U.S.A.,3.0,,Dominican Republic
TCHO,West Africa,1716.0,2016.0,62%,U.S.A.,2.0,Forastero,West Africa
TCHO,Peru- Ecuador,915.0,2012.0,99%,U.S.A.,3.25,,"Peru, Ecuador"
TCHO,TCHOPro 60.5,387.0,2009.0,60%,U.S.A.,2.75,,
TCHO,TCHOPro 68,387.0,2009.0,68%,U.S.A.,3.0,,
TCHO,Chocolatey-beta,199.0,2008.0,70%,U.S.A.,2.5,Forastero,Ghana
TCHO,Fruity-beta,280.0,2008.0,70%,U.S.A.,2.5,,Peru
TCHO,Citrus-beta,280.0,2008.0,70%,U.S.A.,2.75,,Madagascar
TCHO,Nutty-beta,284.0,2008.0,70%,U.S.A.,2.5,,Peru
Tejas,Concepcion,801.0,2012.0,70%,U.S.A.,2.75,,Madagascar
Tejas,Bayou Blend,801.0,2012.0,70%,U.S.A.,3.0,Blend,"Ecuador, Mad., PNG"
Tejas,Aranama,805.0,2012.0,70%,U.S.A.,3.0,,Papua New Guinea
Tejas,Presidio,805.0,2012.0,70%,U.S.A.,3.5,,Dominican Republic
Tejas,"La Bahia, w/ cane juice",817.0,2012.0,70%,U.S.A.,3.25,,Ecuador
Tejas,Capistrano,821.0,2012.0,70%,U.S.A.,2.0,,Peru
Tejas,"La Bahia, w/ cane sugar",825.0,2012.0,70%,U.S.A.,3.25,,Ecuador
Tejas,San Jose,829.0,2012.0,70%,U.S.A.,2.75,,Bolivia
Tejas,Capistrano*,829.0,2012.0,70%,U.S.A.,3.0,,Madagascar
Tejas,Espada,833.0,2012.0,70%,U.S.A.,3.25,,Mexico
Tejas,Espada,967.0,2012.0,70%,U.S.A.,2.75,,Brazil
Tejas,Concepcion*,971.0,2012.0,80%,U.S.A.,3.0,,Venezuela
Tejas,San Jose,971.0,2012.0,67%,U.S.A.,3.25,,Bolivia
Tejas,"Bahia, Floresta Azul,Good Friends Reserve#3",971.0,2012.0,70%,U.S.A.,3.5,Forastero (Parazinho),Brazil
Terroir,Peru,1478.0,2015.0,70%,U.S.A.,2.75,,Peru
Terroir,Belize,1478.0,2015.0,70%,U.S.A.,3.75,Trinitario,Belize
Terroir,Madagascar,1478.0,2015.0,70%,U.S.A.,3.75,Trinitario,Madagascar
Terroir,Ecuador,1482.0,2015.0,70%,U.S.A.,3.25,,Ecuador
Terroir,Oko Caribe,1554.0,2015.0,70%,U.S.A.,3.5,,Domincan Republic
Terroir,Guatemala,1558.0,2015.0,70%,U.S.A.,3.75,Trinitario,Guatemala
Terroir,Ecuador,1323.0,2014.0,77%,U.S.A.,3.25,,Ecuador
Terroir,Madagascar,1323.0,2014.0,67%,U.S.A.,3.75,Trinitario,Madagascar
Terroir,Uganda,1323.0,2014.0,73%,U.S.A.,3.75,Forastero,Uganda
The Barn,Peru,1614.0,2015.0,70%,Sweden,3.0,,Peru
Theo,Congo w/ nibs,903.0,2012.0,65%,U.S.A.,3.25,Forastero,Congo
Theo,Madagascar,162.0,2007.0,65%,U.S.A.,3.5,Trinitario,Madagascar
Theo,Ivory Coast,184.0,2007.0,75%,U.S.A.,2.5,,Ivory Coast
Theo,"Ghana, Kumasi",184.0,2007.0,84%,U.S.A.,3.0,Forastero,Ghana
Theo,"Venezuela; Barinos, Merida, Tachron",188.0,2007.0,91%,U.S.A.,2.0,Blend,Venezuela
Theo,"Ghana, Panama, Ecuador",188.0,2007.0,75%,U.S.A.,3.0,Blend,"Ghana, Panama, Ecuador"
Theobroma,"Piura Select, Cacao Blanc",1684.0,2015.0,70%,Japan,3.25,,Peru
Timo A. Meyer,"Belize, med roast",1836.0,2016.0,72%,Germany,3.75,"Trinitario, TCGA",Belize
To'ak (Ecuatoriana),Manabi,1418.0,2014.0,81%,Ecuador,3.25,Forastero (Nacional),Ecuador
Tobago Estate (Pralus),"Roxborough, Tobago",895.0,2012.0,70%,France,4.0,Trinitario,Tobago
Tocoti,"Wild Bolivian, Jungle Love",927.0,2012.0,77%,U.S.A.,3.0,Criollo,Bolivia
Tocoti,Venezuela,789.0,2011.0,72%,U.S.A.,2.75,,Venezuela
Tocoti,Dominican Republic,789.0,2011.0,74%,U.S.A.,3.0,,Dominican Republic
Treehouse,Conacado,1239.0,2014.0,72%,U.S.A.,3.0,,Dominican Republic
Tsara (Cinagra),"Ambanja, Tsara Valley",753.0,2011.0,72%,Madagascar,3.5,,Madagascar
twenty-four blackbirds,Oko Caribe,1700.0,2015.0,75%,U.S.A.,2.75,,Domincan Republic
twenty-four blackbirds,"Cedeno, lot 271",1700.0,2015.0,75%,U.S.A.,3.5,,Ecuador
twenty-four blackbirds,Madagascar,1235.0,2014.0,75%,U.S.A.,3.5,Trinitario,Madagascar
twenty-four blackbirds,Dominican Republic,1022.0,2013.0,68%,U.S.A.,3.25,,Dominican Republic
twenty-four blackbirds,Palos Blancos,1026.0,2013.0,75%,U.S.A.,2.5,,Bolivia
twenty-four blackbirds,Dominican Republic,753.0,2011.0,73%,U.S.A.,2.75,,Dominican Republic
Two Ravens,Peru,1740.0,2016.0,60%,U.S.A.,3.0,Criollo,Peru
Un Dimanche A Paris,Dominican Republic,709.0,2011.0,63%,France,3.75,,Dominican Republic
Undone,Matagalpa,1438.0,2014.0,74%,U.S.A.,2.75,,Nicaragua
Undone,Nourish,1438.0,2014.0,70%,U.S.A.,3.0,,Dominican Republic
Upchurch,"Madagascar, Sassy Bar",1752.0,2016.0,72%,U.S.A.,3.0,Trinitario,Madagascar
Upchurch,"Tanzania, Party Bar",1752.0,2016.0,72%,U.S.A.,3.25,,Tanzania
Urzi,"Sur del Lago, Merida",1327.0,2014.0,65%,Italy,3.25,Trinitario,Venezuela
Valrhona,"Piura, Illanka, Quemazon",1510.0,2015.0,63%,France,4.0,,Peru
Valrhona,"Andoa, Grand Cru blend",1145.0,2013.0,70%,France,3.5,,
Valrhona,"Loma Sotavento, 2013",1153.0,2013.0,64%,France,3.5,,Dominican Republic
Valrhona,"Otucan, Grand Cru",931.0,2012.0,69%,France,4.0,,Venezuela
Valrhona,Caraque,709.0,2011.0,56%,France,3.25,,
Valrhona,"Porcelana, Pedegral",757.0,2011.0,64%,France,4.0,Criollo,Venezuela
